"";"VTI";"TLT";"BIL";"GLD";"SPY";"Date";"Date_aux";"carteraevol_sinreb_Activo1";"carteraevol_sinreb_Activo2";"carteraevol_sinreb_Activo3";"carteraevol_sinreb_Activo4";"carteraevol_sinreb_Activo5";"carteraevol_sinreb";"pond_sinreb_Activo1";"pond_sinreb_Activo2";"pond_sinreb_Activo3";"pond_sinreb_Activo4";"pond_sinreb_Activo5";"month";"Cantreb_Activo1";"Cantreb_Activo2";"Cantreb_Activo3";"Cantreb_Activo4";"Cantreb_Activo5";"carteraevol_conreb_Activo1";"carteraevol_conreb_Activo2";"carteraevol_conreb_Activo3";"carteraevol_conreb_Activo4";"carteraevol_conreb_Activo5";"carteraevol_conreb"
"2012-06-29";57,993423;98,716156;87,173409;155,190002;112,617378;2012-06-29;"2012-06";25,8452534613259;44,9007336752642;25,9561932926103;60,366426499133;0;157,068606928333;0,16454754369292;0,285867014124288;0,165253858172012;0,384331584010781;0;6;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;41,5136956096745;39,6399252988747;37,9248004214238;38,7401836432955;0;157,818604973268
"2012-07-31";58,500957;102,484428;87,173409;156,490005;113,9496;2012-07-31;"2012-07";26,0714402285778;46,6147203654261;25,9561932926103;60,8721068557075;0;159,514460742322;0,163442487328427;0,292228805767818;0,162720001508451;0,381608705395304;0;7;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;41,877005980017;41,1530922072969;37,9248004214238;39,0647042587204;0;160,019602867458
"2012-08-31";60,081848;101,132774;87,173409;164,220001;116,804298;2012-08-31;"2012-08";26,7759775101542;45,9999247865231;25,9561932926103;63,8789515580653;0;162,611047147353;0,164662721136595;0,282883147199953;0,159621340296085;0,392832791367368;0;8;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;43,0086623708818;40,6103293429292;37,9248004214238;40,9943483127358;0;162,538140447971
"2012-09-28";61,578693;98,571281;87,173409;171,889999;119,765427;2012-09-28;"2012-09";27,443058989675;44,8348377362934;25,9561932926103;66,86245799887;0;165,096548017449;0,166224305227597;0,271567384507367;0,157218267760917;0,40499004250412;0;9;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,0801557315144;39,5817500780155;37,9248004214238;42,9090150260188;0;164,495721256972
"2012-10-31";60,466675;98,094193;87,192467;166,830002;117,585892;2012-10-31;"2012-10";26,9474788777103;44,6178357571274;25,9618678800498;64,8942001662144;0;162,421382681102;0,165910906759235;0,274704198552047;0,159842672507125;0,399542222181593;0;10;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;43,284134831619;39,3901732029902;37,9330916062555;41,645884602098;0;162,253284242963
"2012-11-30";60,934898;99,231255;87,173409;166,050003;118,251389;2012-11-30;"2012-11";27,1561463693916;45,1350248384593;25,9561932926103;64,5907930414249;0;162,838157541886;0,166767708375762;0,277177201706237;0,159398716396884;0,396656373521117;0;11;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;43,6193050301335;39,8467656653242;37,9248004214238;41,4511729318089;0;162,84204404869
"2012-12-31";61,722672;96,762726;87,173409;162,020004;119,307892;2012-12-31;"2012-12";27,507224433886;44,012222171805;25,9561932926103;63,0231879425792;0;160,49882784088;0,171385827572254;0,27422145547031;0,161722011567233;0,392670705390203;0;12;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;40,352174852817;40,352174852817;40,352174852817;40,352174852817;0;161,408699411268
"2013-01-31";65,066566;93,680519;87,173409;161,199997;125,415283;2013-01-31;"2013-01";28,9974587312788;42,6102899932563;25,9561932926103;62,704218346237;0;160,268160363382;0,180930876510541;0,265868715886201;0,161954771513935;0,391245636089322;0;1;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;42,5382985413262;39,0668270651102;40,352174852817;40,1479465783594;0;162,105247037613
"2013-02-28";65,900436;94,840942;87,173409;153;127,01545;2013-02-28;"2013-02";29,3690798632784;43,1381047521054;25,9561932926103;59,5145507786471;0;157,977928686641;0,185906221884538;0,273064124278224;0,164302656126705;0,376726997710534;0;2;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;43,0834542669973;39,5507488574668;40,352174852817;38,1056820149258;0;161,092059992207
"2013-03-28";68,50251;94,443115;87,173409;154,449997;131,838409;2013-03-28;"2013-03";30,5287158801958;42,9571543899799;25,9561932926103;60,0785764001203;0;159,520639962906;0,191377842311156;0,269289004858361;0,162713698356814;0,376619454473669;0;3;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,784601375923;39,3848462901376;40,352174852817;38,4668135482891;0;162,988436067167
"2013-04-30";69,60247;98,867706;87,154419;142,770004;134,371292;2013-04-30;"2013-04";31,018922243723;44,9696657170313;25,9505389524132;55,5352460962461;0;157,474373009414;0,196977588485897;0,285568152186535;0,164792140184371;0,352662119143197;0;4;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;45,50371765545;41,2299975902798;40,34338446812;35,5578325078018;0;162,634932221652
"2013-05-31";71,303185;92,183319;87,173409;133,919998;137,543808;2013-05-31;"2013-05";31,7768600919593;41,9292932731388;25,9561932926103;52,092735432989;0;151,755082090697;0,209395689779718;0,276295809639373;0,171040026699715;0,343268473881194;0;5;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;46,6155870355508;38,442461891793;40,352174852817;33,3536788184803;0;158,763902598641
"2013-06-28";70,278763;89,167709;87,154419;119,110001;135,708313;2013-06-28;"2013-06";31,3203178692083;40,5576525309844;25,9505389524132;46,3318836781648;0;144,160393030771;0,217260214201296;0,281337000255871;0,180011571880732;0,3213912136621;0;6;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;45,9458549204688;37,1848865108772;40,34338446812;29,6651491693038;0;153,13927506877
"2013-07-31";74,316788;87,154327;87,154419;127,959999;142,721359;2013-07-31;"2013-07";33,1198974458125;39,6418720485215;25,9505389524132;49,7743912295499;0;148,486699676297;0,223049589747865;0,266972544577671;0,174766756948506;0,335211108725958;0;7;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;48,5857777491508;36,3452621444707;40,34338446812;31,8693008661714;0;157,143725227913
"2013-08-30";72,063972;85,986099;87,154419;134,619995;138,440796;2013-08-30;"2013-08";32,1159111744429;39,1105072099231;25,9505389524132;52,3650230604492;0;149,541980397228;0,214761842053539;0,261535303371227;0,173533471226479;0,350169383348756;0;8;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;47,1129635919279;35,8580854962647;40,34338446812;33,528017792947;0;156,84245134926
"2013-09-30";74,872429;86,546547;87,135399;128,179993;142,82193;2013-09-30;"2013-09";33,3675234995205;39,3654252234126;25,9448756796091;49,8599653738898;0;148,537789776432;0,224639962327047;0,26501959725308;0,174668518487177;0,335671921932697;0;9;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;48,9490368573662;36,0918045803251;40,3345801965594;31,9240918557739;0;157,299513490025
"2013-10-31";78,0672;87,784546;87,116371;127,739998;149,435532;2013-10-31;"2013-10";34,7912998861272;39,9285251823417;25,9392100247765;49,6888143623221;0;150,347849455568;0,231405371025337;0,265574302039763;0,172527975083823;0,330492351851077;0;10;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;51,0376690216819;36,6080772628001;40,3257722218352;31,8145081331716;0;159,786026639489
"2013-11-29";80,177116;85,411461;87,097313;120,699997;153,864426;2013-11-29;"2013-11";35,7316015786502;38,8491349194777;25,933535437337;46,9503666695363;0;147,464638605001;0,242306236374138;0,263447123913815;0,175862740265499;0,318383899446548;0;11;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;52,4170600395684;35,6184488715888;40,3169503602472;30,0611483979379;0;158,413607669342
"2013-12-31";82,368759;83,814613;87,097313;116,120003;157,853638;2013-12-31;"2013-12";36,708325591505;38,1228136193668;25,933535437337;45,168822320001;0;145,93349696821;0,251541464805037;0,261234153990509;0,177707901037871;0,309516480166583;0;12;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;39,5099575098128;39,5099575098128;39,5099575098128;39,5099575098128;0;158,039830039251
"2014-01-31";79,758255;89,097221;87,097313;120,089996;152,289597;2014-01-31;"2014-01";35,5449326746598;40,5255912854544;25,933535437337;46,7130860454218;0;148,717145442873;0,239010321027939;0,272501137409348;0,174381611213073;0,31410693034964;0;1;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;38,2577727813868;42,0001630974827;39,5099575098128;40,8607519525605;0;160,628645341243
"2014-02-28";83,639664;89,564102;87,116371;127,620003;159,221161;2014-02-28;"2014-02";37,2747150224283;40,7379506427114;25,9392100247765;49,6421382282;0;153,594013918116;0,24268338375674;0,265231369397179;0,168881646901976;0,323203599944104;0;2;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;40,1195745922919;42,2202494023869;39,5186027910997;43,4228450367175;0;165,281271822496
"2014-03-31";84,065697;90,219894;87,097313;123,610001;160,541946;2014-03-31;"2014-03";37,4645801881366;41,036235575305;25,933535437337;48,0823116422426;0;152,516662843021;0,245642538262834;0,269060670554678;0,170037391022837;0,315259400159651;0;3;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;40,3239305390384;42,5293877868268;39,5099575098128;42,0584374881381;0;164,421713323816
"2014-04-30";84,117462;92,110176;87,097313;124,220001;161,657974;2014-04-30;"2014-04";37,4876496928532;41,896024409193;25,933535437337;48,3195918773732;0;153,636801416756;0,244001758349315;0,272695239830889;0,16879767866938;0,314505323150416;0;4;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;40,3487607413545;43,4204610594739;39,5099575098128;42,2659906526087;0;165,54516996325
"2014-05-30";85,885529;94,827034;87,097313;120,43;165,409439;2014-05-30;"2014-05";38,2756035225763;43,1317787419642;25,933535437337;46,8453421586436;0;154,186259860521;0,24824263560969;0,279738147750531;0,168196150946244;0,303823065693535;0;5;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;41,1968523344851;44,7011797825944;39,5099575098128;40,9764386839255;0;166,384428310818
"2014-06-30";88,13678;94,58876;87,078278;128,039993;168,824295;2014-06-30;"2014-06";39,2788923386213;43,0234005610336;25,9278676982295;49,8055076150074;0;158,035668212892;0,248544475957846;0,272238546193738;0,164063391457312;0,315153586391104;0;6;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;42,276713588118;44,5888581327206;39,5013226620167;43,565747091711;0;169,932641474566
"2014-07-31";86,378708;95,216911;87,059265;123,389999;166,55574;2014-07-31;"2014-07";38,4953928641505;43,3091130715456;25,9222065097004;47,9967343860309;0;155,723446831427;0,247203575617115;0,278115556473832;0,16646309234191;0,308217775567143;0;7;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;41,4334163130043;44,8849666325563;39,4926977940815;41,9835815679908;0;167,794662307633
"2014-08-29";89,964119;99,71479;87,078278;123,860001;173,128616;2014-08-29;"2014-08";40,0932612303276;45,3549592153375;25,9278676982295;48,179557640247;0;159,555645784142;0,25128074304916;0,284257940184059;0,162500471674356;0,301960845092425;0;8;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;43,1532362785475;47,0052533202045;39,5013226620167;42,1435002604621;0;171,803312521231
"2014-09-30";88,077904;97,608475;87,078278;116,209999;170,740082;2014-09-30;"2014-09";39,2526537573465;44,3969084495519;25,9278676982295;45,2038293233466;0;154,781259228474;0,2536008167462;0,2868364598586;0,167512965248313;0,292049758146887;0;9;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;42,2484724407875;46,0123427384628;39,5013226620167;39,540578746845;0;167,302716588112
"2014-10-31";90,496475;100,359619;87,059265;112,660004;174,761108;2014-10-31;"2014-10";40,3305101292529;45,6482576617953;25,9222065097004;43,8229380966052;0;155,723912397354;0,258987264758307;0,293135825828192;0,166462594669185;0,281414314744316;0;10;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;43,4085923528098;47,3092237792829;39,4926977940815;38,3326890810994;0;168,543203007274
"2014-11-28";92,741035;103,3377;87,059265;112,110001;179,562164;2014-11-28;"2014-11";41,3308170452484;47,0028284561075;25,9222065097004;43,6089957340437;0;157,8648477451;0,261811401560303;0,29774094187201;0,164205058187218;0,27624259838047;0;11;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,485244123516;48,7130822421357;39,4926977940815;38,1455499612333;0;170,836574120967
"2014-12-31";92,705528;106,697563;87,04026;113,580002;179,10672;2014-12-31;"2014-12";41,314993054058;48,5310515946622;25,9165477031999;44,1808025912931;0;159,943394943213;0,258310091946758;0,303426419152181;0,162035748412126;0,276227740488935;0;12;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;43,2237299942043;43,2237299942043;43,2237299942043;43,2237299942043;0;172,894919976817
"2015-01-30";90,16922;117,170738;87,02121;123,449997;173,799881;2015-01-30;"2015-01";40,1846662044774;53,2947423669146;25,9108754977889;48,0200726475839;0;167,410356716765;0,240036918817778;0,318347941024234;0,154774626886594;0,286840513271394;0;1;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;42,0411824747712;47,4664669007825;43,2142698655651;46,9798313448994;0;179,701750586018
"2015-02-27";95,346733;109,978378;87,02121;116,160004;183,568253;2015-02-27;"2015-02";42,4920681280422;50,0233199985576;25,9108754977889;45,1843820686657;0;163,610645693054;0,259714567765721;0,305746119310629;0,158369129270473;0,276170183653177;0;2;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,4551854881997;44,5528049771159;43,2142698655651;44,2055692957436;0;176,427829626624
"2015-03-31";94,237976;111,179558;87,02121;113,660004;180,685211;2015-03-31;"2015-03";41,9979413079713;50,5696729509158;25,9108754977889;44,2119220886225;0;162,690411845298;0,258146382639359;0,310833763202974;0,159264920433218;0,27175493372445;0;3;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;43,9382301972791;45,0394091556428;43,2142698655651;43,2541753612241;0;175,446084579711
"2015-04-30";94,817932;107,371475;87,002151;113,470001;182,462021;2015-04-30;"2015-04";42,2564035445669;48,8375783523751;25,9052006125958;44,1380139631872;0;161,137196472725;0,262238666611774;0,303080725130039;0,16076487105186;0,273915737206327;0;4;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,2086332907443;43,4967352017165;43,2048052675738;43,1818682805279;0;174,092042040562
"2015-05-29";96,04805;104,82415;86,983139;114,099998;184,807816;2015-05-29;"2015-05";42,8046159081885;47,6789355724704;25,8995397218203;44,3830727112061;0;160,766163913685;0,266253886179496;0,296573199308712;0,161100688673057;0,276072225838736;0;5;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,7821728567237;42,4648007796764;43,1953640095324;43,4216184103541;0;173,863956056287
"2015-06-30";94,439377;100,555756;86,983139;112,370003;181,053986;2015-06-30;"2015-06";42,0876973462097;45,7374699605488;25,8995397218203;43,7101323499362;0;157,434839378515;0,267334076195293;0,290516826777991;0,16450958265693;0,277639514369786;0;6;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,0321329302916;40,7356524788396;43,1953640095324;42,7632557104545;0;170,726405129118
"2015-07-31";96,045418;105,126961;86,983139;104,93;185,143875;2015-07-31;"2015-07";42,8034429353997;47,816668205262;25,8995397218203;40,8160902823755;0;157,335741144857;0,2720516179219;0,303914850226165;0,164613199349122;0,259420332502813;0;7;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,7809456930388;42,587471068812;43,1953640095324;39,9319062196518;0;170,495686991035
"2015-08-31";90,194801;104,40213;86,983139;108,82;173,859283;2015-08-31;"2015-08";40,1960665908418;47,4869811002396;25,8995397218203;42,3292380113228;0;155,911825424224;0,257812814912989;0,304575877878609;0,166116583212015;0,271494723996387;0;8;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;42,0531095546426;42,2938383132501;43,1953640095324;41,4122751817641;0;168,954587059189
"2015-09-30";87,558456;106,455566;86,945068;106,860001;169,423126;2015-09-30;"2015-09";39,02115741646;48,4209800188685;25,8882039458517;41,5668297759528;0;154,897171157133;0,251916527106074;0,312600802565649;0,16713154767423;0,268351122654048;0;9;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;40,8239200239863;43,1256957683672;43,1764581534997;40,6663827176584;0;167,792456663512
"2015-10-30";94,48542;106,02037;86,926033;109,300003;183,834244;2015-10-30;"2015-10";42,1082167938222;48,2230324843987;25,8825362067442;42,515951494443;0;158,729736979408;0,265282470664491;0,303805911873051;0,163060411358849;0,267851206103609;0;10;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,0536003685669;42,9493956367648;43,1670054737807;41,5949439588645;0;171,764945437977
"2015-11-30";95,053078;105,100464;86,945068;101,919998;184,506165;2015-11-30;"2015-11";42,3611983239752;47,8046161279891;25,8882039458517;39,6452476884354;0;155,699266086251;0,272070635840433;0,307031737076443;0,166270558600518;0,254627068482606;0;11;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,3182695490396;42,5767369982161;43,1764581534997;38,7864271613752;0;168,857891862131
"2015-12-31";93,03466;104,788139;86,926033;101,459999;181,317383;2015-12-31;"2015-12";41,4616734795648;47,6625560821631;25,8825362067442;39,4663154410914;0;154,473081209563;0,268407111160788;0,308549267671449;0,167553699350575;0,255489921817187;0;12;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;41,9014440175348;41,9014440175348;41,9014440175348;41,9014440175348;0;167,605776070139
"2016-01-29";87,70948;110,628052;86,945068;106,949997;172,290207;2016-01-29;"2016-01";39,0884625237779;50,3188221780564;25,8882039458517;41,6018367792984;0;156,897325426984;0,249134027093206;0,32071179060011;0,16500092576721;0,265153256539473;0;1;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;39,5030611820056;44,2366394888159;41,9106195655191;44,1687301019096;0;169,81905033825
"2016-02-29";87,700554;114,041977;86,945068;118,639999;172,147903;2016-02-29;"2016-02";39,0844845773063;51,8716352476043;25,8882039458517;46,1490604239487;0;162,993384194711;0,239791846585725;0,318243807893692;0,158829783636652;0,283134561883931;0;2;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;39,4990410427446;45,6017595170241;41,9106195655191;48,9965240029116;0;176,007944128199
"2016-03-31";93,935966;113,935547;86,945068;117,639999;183,727661;2016-03-31;"2016-03";41,8633480283531;51,8232258962002;25,8882039458517;45,7600764319314;0;165,334854302336;0,253203404720704;0,31344404732371;0,156580438257209;0,276772109698377;0;3;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;42,3073789981288;45,5592015450117;41,9106195655191;48,5835391376393;0;178,360739246299
"2016-04-29";94,554314;113,096375;86,983139;123,650002;184,451706;2016-04-29;"2016-04";42,1389199804916;51,4415311462574;25,8995397218203;48,0978713909073;0;167,577862239477;0,251458751277499;0,30697092359816;0,154552274242576;0,287018050881764;0;4;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;42,5858738526846;45,2236433519315;41,9289711435232;51,06557941688;0;180,804067765019
"2016-05-31";96,194283;114,007294;86,983139;116,059998;187,589539;2016-05-31;"2016-05";42,8697858663303;51,8558597939282;25,8995397218203;45,14548133556;0;165,770666717639;0,258608997087232;0,312816862118649;0,156237169305325;0,272336971488794;0;5;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;43,3244917961908;45,5878908884109;41,9289711435232;47,9310226375244;0;178,772376465649
"2016-06-30";96,457306;121,912766;86,964111;126,470001;188,241577;2016-06-30;"2016-06";42,9870042636848;55,4516389169449;25,8938740669877;49,1948058594121;0;173,527323107029;0,247724701182481;0,319555663765659;0,149220731371605;0,283498903680254;0;6;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;43,4429534911099;48,7490377090466;41,9197989697883;52,2301963239628;0;186,341986493908
"2016-07-29";100,29184;124,475975;87,002151;128,979996;195,106964;2016-07-29;"2016-07";44,6958963760899;56,6175064843878;25,9052006125958;50,1711537344556;0;177,389757207529;0,251964358482096;0,319170099647584;0,146035492806325;0,282830049063995;0;7;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;45,1699712685096;49,7739834657295;41,9381356046883;53,2667862708717;0;190,148876609799
"2016-08-31";100,498878;123,214462;87,002151;124,779999;195,340668;2016-08-31;"2016-08";44,7881645904721;56,0437112563718;25,9052006125958;48,5374221349349;0;175,274498594375;0,255531551649862;0,319748233233117;0,14779788742997;0,276922327687051;0;8;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;45,263218141949;49,2695445392314;41,9381356046883;51,532251075683;0;188,003149361552
"2016-09-30";100,698982;121,355873;87,02121;125,639999;195,352005;2016-09-30;"2016-09";44,8773426098249;55,1983378840458;25,9108754977889;48,8719483680698;0;174,858504359729;0,256649470805838;0,315674310987406;0,148181957707264;0,279494260499492;0;9;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;45,3533420436614;48,5263539102318;41,9473227215274;51,8874180598171;0;187,714436735238
"2016-10-31";98,491997;116,039742;87,04026;121,940002;191,965164;2016-10-31;"2016-10";43,8937813064967;52,7803123866408;25,9165477031999;47,4327087645577;0;170,023350160895;0,258163253841072;0,310429787065683;0,152429343844094;0,27897761524915;0;10;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,35934842424;46,4006022019551;41,9565055000459;50,3593752972645;0;183,075831423506
"2016-11-30";102,915039;106,508522;87,002151;111,75;199,036835;2016-11-30;"2016-11";45,8649469257444;48,4450668892335;25,9052006125958;43,4689611079335;0;163,684175535507;0,280203915715696;0,295966709859039;0,158263317317295;0,26556605710797;0;11;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;46,3514215585988;42,5893704627522;41,9381356046883;46,1510586941708;0;177,02998632021
"2016-12-30";104,959602;106,015839;87,021225;109,610001;203,071655;2016-12-30;"2016-12";46,7761235078311;48,220971573272;25,9108799640923;42,6365357540004;0;163,544510799196;0,286014634665813;0,294849220787844;0,15843319862876;0,260702945917584;0;12;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;44,2198065859439;44,2198065859439;44,2198065859439;44,2198065859439;0;176,879226343776
"2017-01-31";106,907379;106,879082;87,059296;115,550003;206,705597;2017-01-31;"2017-01";47,644166600427;48,6136149420032;25,9222157400609;44,9471014445512;0;167,127098727042;0,285077446825311;0,290878112001457;0,155104803095984;0,268939638077248;0;1;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;45,0404110906423;44,5798701279272;44,2391523519514;46,6161731324612;0;180,475606702982
"2017-02-28";110,857452;108,572678;87,103081;119,230003;214,827332;2017-02-28;"2017-02";49,4045496334433;49,3839417662111;25,9352528798993;46,3785625351748;0;171,102306814729;0,288742744344991;0,288622302560097;0,151577458905813;0,2710574941891;0;2;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;46,7045891242095;45,2862786067087;44,2614016851614;48,1007902910384;0;184,353059707118
"2017-03-31";110,918678;107,861382;87,087875;118,720001;215,095901;2017-03-31;"2017-03";49,431835511851;49,0604110134508;25,9307252391917;46,180179921278;0;170,603151685772;0,2897474930762;0,287570367420958;0,151994409147568;0,270687730355274;0;3;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;46,7303838283285;44,9895930185735;44,2536747613109;47,8950409105741;0;183,868692518787
"2017-04-28";112,098076;109,558289;87,152641;120,769997;217,230942;2017-04-28;"2017-04";49,9574440837365;49,8322438356151;25,9500095465748;46,9775955489775;0;172,717293014904;0,289244019586537;0,288519134162872;0,150245578156065;0,271991268094526;0;4;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;47,2272678718469;45,697382534198;44,2865855827036;48,7220678770455;0;185,933303865794
"2017-05-31";113,231789;111,626633;87,166;120,620003;220,296738;2017-05-31;"2017-05";50,4626927537003;50,7730236112461;25,953987236448;46,9192502840789;0;174,108953885473;0,289833989737794;0,291616384328194;0,149067504325597;0,269482121608414;0;5;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;47,7049046828552;46,5601005251691;44,2933739541174;48,6615560112619;0;187,219935173404
"2017-06-30";114,304428;112,510513;87,255692;118,019997;221,701111;2017-06-30;"2017-06";50,9407232853264;51,1750536546454;25,9806933491894;45,90788957093;0;174,004359860091;0,292755442026197;0,294102134543025;0,149310588367322;0,263831835063457;0;6;0,282653006742518;0,462552601168233;0,742768647717256;0,396354237930141;0;48,1568108278169;46,9287718766752;44,3389509141327;47,6126392938696;0;187,037172912494
